ping_id,timestamp,latitude,longitude,heading,altitude_m,speed_knots
319,2026-09-21T10:00:31.800000+00:00,13.083065,80.385375,44.26,10.04,3.60
320,2026-09-21T10:00:31.900000+00:00,13.083066,80.385376,44.25,10.10,3.60
321,2026-09-21T10:00:32+00:00,13.083067,80.385377,44.24,10.06,3.60
322,2026-09-21T10:00:32.100000+00:00,13.083068,80.385378,44.23,10.08,3.60
323,2026-09-21T10:00:32.200000+00:00,13.083069,80.385379,44.23,10.09,3.60
324,2026-09-21T10:00:32.300000+00:00,13.083071,80.385380,44.22,10.18,3.60
325,2026-09-21T10:00:32.400000+00:00,13.083072,80.385382,44.22,10.11,3.60
326,2026-09-21T10:00:32.500000+00:00,13.083073,80.385383,44.21,10.14,3.60
327,2026-09-21T10:00:32.600000+00:00,13.083074,80.385384,44.21,10.13,3.60
328,2026-09-21T10:00:32.700000+00:00,13.083075,80.385385,44.20,10.16,3.59
329,2026-09-21T10:00:32.800000+00:00,13.083076,80.385386,44.20,10.19,3.59
330,2026-09-21T10:00:32.900000+00:00,13.083077,80.385387,44.20,10.24,3.59
331,2026-09-21T10:00:33+00:00,13.083079,80.385389,44.20,10.20,3.59
332,2026-09-21T10:00:33.100000+00:00,13.083080,80.385390,44.20,10.23,3.59
333,2026-09-21T10:00:33.200000+00:00,13.083081,80.385391,44.20,10.18,3.59
334,2026-09-21T10:00:33.300000+00:00,13.083082,80.385392,44.20,10.29,3.59
335,2026-09-21T10:00:33.400000+00:00,13.083083,80.385393,44.21,10.20,3.59
336,2026-09-21T10:00:33.500000+00:00,13.083084,80.385395,44.21,10.27,3.59
337,2026-09-21T10:00:33.600000+00:00,13.083085,80.385396,44.22,10.32,3.59
338,2026-09-21T10:00:33.700000+00:00,13.083087,80.385397,44.22,10.27,3.58
339,2026-09-21T10:00:33.800000+00:00,13.083088,80.385398,44.23,10.31,3.58
340,2026-09-21T10:00:33.900000+00:00,13.083089,80.385399,44.24,10.22,3.58
341,2026-09-21T10:00:34+00:00,13.083090,80.385400,44.25,10.28,3.58
342,2026-09-21T10:00:34.100000+00:00,13.083091,80.385402,44.25,10.25,3.58
343,2026-09-21T10:00:34.200000+00:00,13.083092,80.385403,44.26,10.26,3.58
344,2026-09-21T10:00:34.300000+00:00,13.083093,80.385404,44.28,10.27,3.58
345,2026-09-21T10:00:34.400000+00:00,13.083095,80.385405,44.29,10.38,3.57
346,2026-09-21T10:00:34.500000+00:00,13.083096,80.385406,44.30,10.36,3.57
347,2026-09-21T10:00:34.600000+00:00,13.083097,80.385407,44.31,10.32,3.57
348,2026-09-21T10:00:34.700000+00:00,13.083098,80.385409,44.33,10.39,3.57
349,2026-09-21T10:00:34.800000+00:00,13.083099,80.385410,44.34,10.34,3.57
350,2026-09-21T10:00:34.900000+00:00,13.083100,80.385411,44.36,10.35,3.56
351,2026-09-21T10:00:35+00:00,13.083101,80.385412,44.37,10.43,3.56
352,2026-09-21T10:00:35.100000+00:00,13.083103,80.385413,44.39,10.31,3.56
353,2026-09-21T10:00:35.200000+00:00,13.083104,80.385414,44.41,10.17,3.56
354,2026-09-21T10:00:35.300000+00:00,13.083105,80.385416,44.43,10.37,3.56
355,2026-09-21T10:00:35.400000+00:00,13.083106,80.385417,44.45,10.26,3.55
356,2026-09-21T10:00:35.500000+00:00,13.083107,80.385418,44.46,10.31,3.55
357,2026-09-21T10:00:35.600000+00:00,13.083108,80.385419,44.48,10.34,3.55
358,2026-09-21T10:00:35.700000+00:00,13.083109,80.385420,44.51,10.30,3.55
359,2026-09-21T10:00:35.800000+00:00,13.083111,80.385422,44.53,10.31,3.55
360,2026-09-21T10:00:35.900000+00:00,13.083112,80.385423,44.55,10.38,3.54
361,2026-09-21T10:00:36+00:00,13.083113,80.385424,44.57,10.30,3.54
362,2026-09-21T10:00:36.100000+00:00,13.083114,80.385425,44.59,10.38,3.54
363,2026-09-21T10:00:36.200000+00:00,13.083115,80.385426,44.62,10.34,3.54
364,2026-09-21T10:00:36.300000+00:00,13.083116,80.385427,44.64,10.27,3.53
365,2026-09-21T10:00:36.400000+00:00,13.083117,80.385429,44.66,10.33,3.53
366,2026-09-21T10:00:36.500000+00:00,13.083119,80.385430,44.69,10.29,3.53
367,2026-09-21T10:00:36.600000+00:00,13.083120,80.385431,44.71,10.35,3.53
368,2026-09-21T10:00:36.700000+00:00,13.083121,80.385432,44.74,10.37,3.52
369,2026-09-21T10:00:36.800000+00:00,13.083122,80.385433,44.76,10.35,3.52
370,2026-09-21T10:00:36.900000+00:00,13.083123,80.385434,44.79,10.34,3.52
371,2026-09-21T10:00:37+00:00,13.083124,80.385436,44.82,10.31,3.52
372,2026-09-21T10:00:37.100000+00:00,13.083125,80.385437,44.84,10.35,3.51
373,2026-09-21T10:00:37.200000+00:00,13.083127,80.385438,44.87,10.26,3.51
374,2026-09-21T10:00:37.300000+00:00,13.083128,80.385439,44.89,10.28,3.51
375,2026-09-21T10:00:37.400000+00:00,13.083129,80.385440,44.92,10.17,3.51
376,2026-09-21T10:00:37.500000+00:00,13.083130,80.385441,44.95,10.21,3.50
377,2026-09-21T10:00:37.600000+00:00,13.083131,80.385443,44.97,10.22,3.50
378,2026-09-21T10:00:37.700000+00:00,13.083132,80.385444,45.00,10.14,3.50
379,2026-09-21T10:00:37.800000+00:00,13.083133,80.385445,45.03,10.20,3.50
380,2026-09-21T10:00:37.900000+00:00,13.083135,80.385446,45.05,10.22,3.49
381,2026-09-21T10:00:38+00:00,13.083136,80.385447,45.08,10.20,3.49
382,2026-09-21T10:00:38.100000+00:00,13.083137,80.385449,45.11,10.16,3.49
383,2026-09-21T10:00:38.200000+00:00,13.083138,80.385450,45.13,10.22,3.49
384,2026-09-21T10:00:38.300000+00:00,13.083139,80.385451,45.16,10.13,3.49
385,2026-09-21T10:00:38.400000+00:00,13.083140,80.385452,45.19,10.13,3.48
386,2026-09-21T10:00:38.500000+00:00,13.083141,80.385453,45.21,10.11,3.48
387,2026-09-21T10:00:38.600000+00:00,13.083143,80.385454,45.24,10.10,3.48
388,2026-09-21T10:00:38.700000+00:00,13.083144,80.385456,45.26,10.08,3.48
389,2026-09-21T10:00:38.800000+00:00,13.083145,80.385457,45.29,9.99,3.47
390,2026-09-21T10:00:38.900000+00:00,13.083146,80.385458,45.31,10.06,3.47
391,2026-09-21T10:00:39+00:00,13.083147,80.385459,45.34,10.02,3.47
392,2026-09-21T10:00:39.100000+00:00,13.083148,80.385460,45.36,9.97,3.47
393,2026-09-21T10:00:39.200000+00:00,13.083149,80.385461,45.38,9.99,3.46
394,2026-09-21T10:00:39.300000+00:00,13.083151,80.385463,45.41,9.89,3.46
395,2026-09-21T10:00:39.400000+00:00,13.083152,80.385464,45.43,10.00,3.46
396,2026-09-21T10:00:39.500000+00:00,13.083153,80.385465,45.45,9.93,3.46
397,2026-09-21T10:00:39.600000+00:00,13.083154,80.385466,45.47,9.91,3.45
398,2026-09-21T10:00:39.700000+00:00,13.083155,80.385467,45.49,10.03,3.45
399,2026-09-21T10:00:39.800000+00:00,13.083156,80.385469,45.52,9.82,3.45
400,2026-09-21T10:00:39.900000+00:00,13.083157,80.385470,45.54,9.94,3.45
401,2026-09-21T10:00:40+00:00,13.083159,80.385471,45.56,9.84,3.45
402,2026-09-21T10:00:40.100000+00:00,13.083160,80.385472,45.57,9.87,3.44
403,2026-09-21T10:00:40.200000+00:00,13.083161,80.385473,45.59,9.86,3.44
404,2026-09-21T10:00:40.300000+00:00,13.083162,80.385474,45.61,9.92,3.44
405,2026-09-21T10:00:40.400000+00:00,13.083163,80.385476,45.63,9.81,3.44
406,2026-09-21T10:00:40.500000+00:00,13.083164,80.385477,45.64,9.77,3.44
407,2026-09-21T10:00:40.600000+00:00,13.083165,80.385478,45.66,9.79,3.43
408,2026-09-21T10:00:40.700000+00:00,13.083167,80.385479,45.67,9.77,3.43
409,2026-09-21T10:00:40.800000+00:00,13.083168,80.385480,45.69,9.79,3.43
410,2026-09-21T10:00:40.900000+00:00,13.083169,80.385481,45.70,9.78,3.43
411,2026-09-21T10:00:41+00:00,13.083170,80.385483,45.71,9.80,3.43
412,2026-09-21T10:00:41.100000+00:00,13.083171,80.385484,45.72,9.76,3.42
413,2026-09-21T10:00:41.200000+00:00,13.083172,80.385485,45.74,9.78,3.42
414,2026-09-21T10:00:41.300000+00:00,13.083174,80.385486,45.75,9.69,3.42
415,2026-09-21T10:00:41.400000+00:00,13.083175,80.385487,45.75,9.73,3.42
416,2026-09-21T10:00:41.500000+00:00,13.083176,80.385488,45.76,9.76,3.42
417,2026-09-21T10:00:41.600000+00:00,13.083177,80.385490,45.77,9.72,3.42
418,2026-09-21T10:00:41.700000+00:00,13.083178,80.385491,45.78,9.69,3.42
419,2026-09-21T10:00:41.800000+00:00,13.083179,80.385492,45.78,9.75,3.41
420,2026-09-21T10:00:41.900000+00:00,13.083180,80.385493,45.79,9.64,3.41
421,2026-09-21T10:00:42+00:00,13.083182,80.385494,45.79,9.65,3.41
422,2026-09-21T10:00:42.100000+00:00,13.083183,80.385496,45.80,9.62,3.41
423,2026-09-21T10:00:42.200000+00:00,13.083184,80.385497,45.80,9.67,3.41
424,2026-09-21T10:00:42.300000+00:00,13.083185,80.385498,45.80,9.61,3.41
425,2026-09-21T10:00:42.400000+00:00,13.083186,80.385499,45.80,9.58,3.41
426,2026-09-21T10:00:42.500000+00:00,13.083187,80.385500,45.80,9.63,3.41
427,2026-09-21T10:00:42.600000+00:00,13.083188,80.385501,45.80,9.70,3.41
428,2026-09-21T10:00:42.700000+00:00,13.083190,80.385503,45.80,9.76,3.41
429,2026-09-21T10:00:42.800000+00:00,13.083191,80.385504,45.79,9.61,3.40
430,2026-09-21T10:00:42.900000+00:00,13.083192,80.385505,45.79,9.70,3.40
431,2026-09-21T10:00:43+00:00,13.083193,80.385506,45.78,9.70,3.40
432,2026-09-21T10:00:43.100000+00:00,13.083194,80.385507,45.78,9.68,3.40
433,2026-09-21T10:00:43.200000+00:00,13.083195,80.385508,45.77,9.63,3.40
434,2026-09-21T10:00:43.300000+00:00,13.083196,80.385510,45.77,9.73,3.40
435,2026-09-21T10:00:43.400000+00:00,13.083198,80.385511,45.76,9.70,3.40
436,2026-09-21T10:00:43.500000+00:00,13.083199,80.385512,45.75,9.70,3.40
437,2026-09-21T10:00:43.600000+00:00,13.083200,80.385513,45.74,9.69,3.40
438,2026-09-21T10:00:43.700000+00:00,13.083201,80.385514,45.73,9.58,3.40
439,2026-09-21T10:00:43.800000+00:00,13.083202,80.385515,45.72,9.68,3.40
440,2026-09-21T10:00:43.900000+00:00,13.083203,80.385517,45.70,9.58,3.40
441,2026-09-21T10:00:44+00:00,13.083204,80.385518,45.69,9.68,3.40
442,2026-09-21T10:00:44.100000+00:00,13.083206,80.385519,45.68,9.72,3.40
443,2026-09-21T10:00:44.200000+00:00,13.083207,80.385520,45.66,9.67,3.40
444,2026-09-21T10:00:44.300000+00:00,13.083208,80.385521,45.65,9.74,3.40
445,2026-09-21T10:00:44.400000+00:00,13.083209,80.385523,45.63,9.73,3.40
446,2026-09-21T10:00:44.500000+00:00,13.083210,80.385524,45.61,9.69,3.40
447,2026-09-21T10:00:44.600000+00:00,13.083211,80.385525,45.60,9.76,3.40
448,2026-09-21T10:00:44.700000+00:00,13.083212,80.385526,45.58,9.74,3.40
449,2026-09-21T10:00:44.800000+00:00,13.083214,80.385527,45.56,9.76,3.40
450,2026-09-21T10:00:44.900000+00:00,13.083215,80.385528,45.54,9.75,3.40
451,2026-09-21T10:00:45+00:00,13.083216,80.385530,45.52,9.77,3.40
452,2026-09-21T10:00:45.100000+00:00,13.083217,80.385531,45.50,9.72,3.40
453,2026-09-21T10:00:45.200000+00:00,13.083218,80.385532,45.48,9.74,3.40
454,2026-09-21T10:00:45.300000+00:00,13.083219,80.385533,45.46,9.78,3.41
455,2026-09-21T10:00:45.400000+00:00,13.083220,80.385534,45.43,9.78,3.41
456,2026-09-21T10:00:45.500000+00:00,13.083222,80.385535,45.41,9.73,3.41
457,2026-09-21T10:00:45.600000+00:00,13.083223,80.385537,45.39,9.78,3.41
458,2026-09-21T10:00:45.700000+00:00,13.083224,80.385538,45.37,9.90,3.41
459,2026-09-21T10:00:45.800000+00:00,13.083225,80.385539,45.34,9.84,3.41
460,2026-09-21T10:00:45.900000+00:00,13.083226,80.385540,45.32,9.83,3.41
461,2026-09-21T10:00:46+00:00,13.083227,80.385541,45.29,9.82,3.41
462,2026-09-21T10:00:46.100000+00:00,13.083228,80.385542,45.27,9.80,3.41
463,2026-09-21T10:00:46.200000+00:00,13.083230,80.385544,45.24,9.88,3.41
464,2026-09-21T10:00:46.300000+00:00,13.083231,80.385545,45.22,9.94,3.42
465,2026-09-21T10:00:46.400000+00:00,13.083232,80.385546,45.19,9.90,3.42
466,2026-09-21T10:00:46.500000+00:00,13.083233,80.385547,45.17,9.90,3.42
467,2026-09-21T10:00:46.600000+00:00,13.083234,80.385548,45.14,9.85,3.42
468,2026-09-21T10:00:46.700000+00:00,13.083235,80.385550,45.11,10.01,3.42
469,2026-09-21T10:00:46.800000+00:00,13.083236,80.385551,45.09,9.98,3.42
470,2026-09-21T10:00:46.900000+00:00,13.083238,80.385552,45.06,9.97,3.43
471,2026-09-21T10:00:47+00:00,13.083239,80.385553,45.03,10.00,3.43
472,2026-09-21T10:00:47.100000+00:00,13.083240,80.385554,45.01,10.01,3.43
473,2026-09-21T10:00:47.200000+00:00,13.083241,80.385555,44.98,9.99,3.43
474,2026-09-21T10:00:47.300000+00:00,13.083242,80.385557,44.95,10.02,3.43
475,2026-09-21T10:00:47.400000+00:00,13.083243,80.385558,44.93,10.09,3.43
476,2026-09-21T10:00:47.500000+00:00,13.083244,80.385559,44.90,10.04,3.44
477,2026-09-21T10:00:47.600000+00:00,13.083246,80.385560,44.87,10.00,3.44
478,2026-09-21T10:00:47.700000+00:00,13.083247,80.385561,44.85,10.05,3.44
479,2026-09-21T10:00:47.800000+00:00,13.083248,80.385562,44.82,10.00,3.44
480,2026-09-21T10:00:47.900000+00:00,13.083249,80.385564,44.80,10.09,3.44
481,2026-09-21T10:00:48+00:00,13.083250,80.385565,44.77,10.09,3.45
482,2026-09-21T10:00:48.100000+00:00,13.083251,80.385566,44.74,10.07,3.45
483,2026-09-21T10:00:48.200000+00:00,13.083252,80.385567,44.72,10.07,3.45
484,2026-09-21T10:00:48.300000+00:00,13.083254,80.385568,44.69,10.11,3.45
485,2026-09-21T10:00:48.400000+00:00,13.083255,80.385569,44.67,10.12,3.46
486,2026-09-21T10:00:48.500000+00:00,13.083256,80.385571,44.65,10.21,3.46
487,2026-09-21T10:00:48.600000+00:00,13.083257,80.385572,44.62,10.18,3.46
488,2026-09-21T10:00:48.700000+00:00,13.083258,80.385573,44.60,10.20,3.46
489,2026-09-21T10:00:48.800000+00:00,13.083259,80.385574,44.58,10.14,3.46
490,2026-09-21T10:00:48.900000+00:00,13.083260,80.385575,44.55,10.25,3.47
491,2026-09-21T10:00:49+00:00,13.083262,80.385577,44.53,10.23,3.47
492,2026-09-21T10:00:49.100000+00:00,13.083263,80.385578,44.51,10.24,3.47
493,2026-09-21T10:00:49.200000+00:00,13.083264,80.385579,44.49,10.29,3.47
494,2026-09-21T10:00:49.300000+00:00,13.083265,80.385580,44.47,10.28,3.48
495,2026-09-21T10:00:49.400000+00:00,13.083266,80.385581,44.45,10.33,3.48
496,2026-09-21T10:00:49.500000+00:00,13.083267,80.385582,44.43,10.19,3.48
497,2026-09-21T10:00:49.600000+00:00,13.083268,80.385584,44.41,10.29,3.48
498,2026-09-21T10:00:49.700000+00:00,13.083270,80.385585,44.39,10.29,3.49
499,2026-09-21T10:00:49.800000+00:00,13.083271,80.385586,44.38,10.31,3.49
500,2026-09-21T10:00:49.900000+00:00,13.083272,80.385587,44.36,10.33,3.49
